"productid","productname","Category","SubCategory","Sales","Quantity","CustomerID","customername","SpendingScore","AnnualIncomek","gender","age","customertype","Stockid","name","rating","location","noofemployees","Invoiceid","Description","InvoiceDate","Price","Country"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"37370","RETROCOFFEEMUGSASSORTED",1212010932,106,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"21871","SAVETHEPLANETMUG",1212010932,106,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"21071","VINTAGEBILLBOARDDRINKMEMUG",1212010932,106,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"21068","VINTAGEBILLBOARDLOVEHATEMUG",1212010932,106,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"85099C","JUMBOBAGBAROQUEBLACKWHITE",1212010937,195,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21033","JUMBOBAGCHARLIEANDLOLATOYS",1212010937,295,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"20723","STRAWBERRYCHARLOTTEBAG",1212010937,85,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"84997B","RED3PIECERETROSPOTCUTLERYSET",1212010937,375,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"84997C","BLUE3PIECEPOLKADOTCUTLERYSET",1212010937,375,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21094","SET6REDSPOTTYPAPERPLATES",1212010937,85,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"20725","LUNCHBAGREDRETROSPOT",1212010937,165,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21559","STRAWBERRYLUNCHBOXWITHCUTLERY",1212010937,255,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"22352","LUNCHBOXWITHCUTLERYRETROSPOT",1212010937,255,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21212","PACKOF72RETROSPOTCAKECASES",1212010937,42,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21975","PACKOF60DINOSAURCAKECASES",1212010937,55,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21977","PACKOF60PINKPAISLEYCAKECASES",1212010937,55,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"84991","60TEATIMEFAIRYCAKECASES",1212010937,55,"UnitedKingdom"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22941","CHRISTMASLIGHTS10REINDEER",2147483647,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21622","VINTAGEUNIONJACKCUSHIONCOVER",2147483647,495,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21791","VINTAGEHEADSANDTAILSCARDGAME",2147483647,125,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"35004C","SETOF3COLOUREDFLYINGDUCKS",2147483647,545,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"35004G","SETOF3GOLDFLYINGDUCKS",2147483647,635,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"85014B","REDRETROSPOTUMBRELLA",2147483647,595,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"85014A","BLACKBLUEPOLKADOTUMBRELLA",2147483647,595,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22193","REDDINERWALLCLOCK",2147483647,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22726","ALARMCLOCKBAKELIKEGREEN",2147483647,375,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22727","ALARMCLOCKBAKELIKERED",2147483647,375,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22192","BLUEDINERWALLCLOCK",2147483647,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22191","IVORYDINERWALLCLOCK",2147483647,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22195","LARGEHEARTMEASURINGSPOONS",2147483647,165,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,12431,"ROSE",88,5000,"Female",30,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22196","SMALLHEARTMEASURINGSPOONS",2147483647,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22262","FELTEGGCOSYCHICKEN",1212010941,85,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22637","PIGGYBANKRETROSPOT",1212010941,255,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21934","SKULLSHOULDERBAG",1212010941,165,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21169","YOU'RECONFUSINGMEMETALSIGN",1212010941,169,"Australia"
1,"BushSomersetCollectionBookcase","Furniture","Bookcases",26196,456,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21166","COOKWITHWINEMETALSIGN",1212010941,195,"Australia"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536365,"NeimanMarcus",4,"UnitedKingdom",4000,"84406B","CREAMCUPIDHEARTSCOATHANGER",1212010826,275,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536365,"NeimanMarcus",4,"UnitedKingdom",4000,"84029G","KNITTEDUNIONFLAGHOTWATERBOTTLE",1212010826,339,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536365,"NeimanMarcus",4,"UnitedKingdom",4000,"84029E","REDWOOLLYHOTTIEWHITEHEART",1212010826,339,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536365,"NeimanMarcus",4,"UnitedKingdom",4000,"22752","SET7BABUSHKANESTINGBOXES",1212010826,765,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536365,"NeimanMarcus",4,"UnitedKingdom",4000,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",1212010826,425,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"22748","POPPY'SPLAYHOUSEKITCHEN",1212010834,21,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"22749","FELTCRAFTPRINCESSCHARLOTTEDOLL",1212010834,375,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"22310","IVORYKNITTEDMUGCOSY",1212010834,165,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"84969","BOXOF6ASSORTEDCOLOURTEASPOONS",1212010834,425,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"22623","BOXOFVINTAGEJIGSAWBLOCKS",1212010834,495,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"48187","DOORMATNEWENGLAND",1212010834,795,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22727","ALARMCLOCKBAKELIKERED",1212010845,375,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22726","ALARMCLOCKBAKELIKEGREEN",1212010845,375,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21724","PANDAANDBUNNIESSTICKERSHEET",1212010845,85,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21883","STARSGIFTTAPE",1212010845,65,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"10002","INFLATABLEPOLITICALGLOBE",1212010845,85,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21791","VINTAGEHEADSANDTAILSCARDGAME",1212010845,125,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21035","SET2REDRETROSPOTTEATOWELS",1212010845,295,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22326","ROUNDSNACKBOXESSETOF4WOODLAND",1212010845,295,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22629","SPACEBOYLUNCHBOX",1212010845,195,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22659","LUNCHBOXILOVELONDON",1212010845,195,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22631","CIRCUSPARADELUNCHBOX",1212010845,195,"France"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"84406B","CREAMCUPIDHEARTSCOATHANGER",1212010902,275,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"20679","EDWARDIANPARASOLRED",1212010902,495,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"37370","RETROCOFFEEMUGSASSORTED",1212010902,106,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"21871","SAVETHEPLANETMUG",1212010902,106,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"21071","VINTAGEBILLBOARDDRINKMEMUG",1212010902,106,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"21068","VINTAGEBILLBOARDLOVEHATEMUG",1212010902,106,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"82483","WOOD2DRAWERCABINETWHITEFINISH",1212010902,495,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"82486","WOODS3CABINETANTWHITEFINISH",1212010902,695,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"82482","WOODENPICTUREFRAMEWHITEFINISH",1212010902,21,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"82494L","WOODENFRAMEANTIQUEWHITE",1212010902,255,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"84029G","KNITTEDUNIONFLAGHOTWATERBOTTLE",1212010902,339,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"84029E","REDWOOLLYHOTTIEWHITEHEART",1212010902,339,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"22752","SET7BABUSHKANESTINGBOXES",1212010902,765,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",1212010902,425,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"85123A","WHITEHANGINGHEARTT-LIGHTHOLDER",1212010932,255,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"71053","WHITEMETALLANTERN",1212010932,339,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"84406B","CREAMCUPIDHEARTSCOATHANGER",1212010932,275,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"20679","EDWARDIANPARASOLRED",1212010932,495,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"22386","JUMBOBAGPINKPOLKADOT",1212010937,195,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"84519A","TOMATOCHARLIE+LOLACOASTERSET",1212010937,295,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"85183B","CHARLIE&LOLAWASTEPAPERBINFLORA",1212010937,125,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"85071B","REDCHARLIE+LOLAPERSONALDOORSIGN",1212010937,38,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21931","JUMBOSTORAGEBAGSUKI",1212010937,195,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,14688,"ROMARIO",30,1000,"Male",29,"foriegn",536378,"Murphy",5,"UnitedKingdom",10000,"21929","JUMBOBAGPINKVINTAGEPAISLEY",1212010937,195,"UnitedKingdom"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22139","RETROSPOTTEASETCERAMIC11PC",1212010941,425,"Australia"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"84854","GIRLYPINKTOOLSET",1212010941,495,"Australia"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"71270","PHOTOCLIPLINE",1212010941,125,"Australia"
2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,17809,"JESSICA",35,1290,"Female",19,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22961","JAMMAKINGSETPRINTED",1212010941,145,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"22622","BOXOFVINTAGEALPHABETBLOCKS",1212010834,995,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"21754","HOMEBUILDINGBLOCKWORD",1212010834,595,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,13047,"ALEX",66,1900,"Male",22,"citizen",536367,"NordstromRack",4,"UnitedKingdom",5000,"21755","LOVEBUILDINGBLOCKWORD",1212010834,595,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,13047,"ALEX",66,1900,"Male",22,"citizen",536368,"Nordstrom",4,"UnitedKingdom",1000,"22960","JAMMAKINGSETWITHJARS",1212010834,425,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,13047,"ALEX",66,1900,"Male",22,"citizen",536368,"Nordstrom",4,"UnitedKingdom",1000,"22913","REDCOATRACKPARISFASHION",1212010834,495,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22661","CHARLOTTEBAGDOLLYGIRLDESIGN",1212010845,85,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21731","REDTOADSTOOLLEDNIGHTLIGHT",1212010845,165,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22900","SET2TEATOWELSILOVELONDON",1212010845,295,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"21913","VINTAGESEASIDEJIGSAWPUZZLES",1212010845,375,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22540","MINIJIGSAWCIRCUSPARADE",1212010845,42,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22544","MINIJIGSAWSPACEBOY",1212010845,42,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"22492","MINIPAINTSETVINTAGE",1212010845,65,"France"
3,"Newell22","OfficeSupplies","Art",193,700,12583,"RUBIAN",32,1200,"Female",22,"citizen",536370,"SaksFifthAvenue",4,"France",4000,"POST","POSTAGE",1212010845,18,"France"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"85123A","WHITEHANGINGHEARTT-LIGHTHOLDER",1212010902,255,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536373,"BeallsInc",5,"UnitedKingdom",6000,"71053","WHITEMETALLANTERN",1212010902,339,"UnitedKingdom"
